,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (rÂ²),Spearman correlation coefficient,add. information,Classes,Set,Set size
0,linearRegression,pKd pKi pIC50,all,4010271.3100536303,5741317521516112.0,75665286.20303583,-0.013344,[-0.1 ~ 0.074],0.000178,0.51469,X-GRADE class1 test,1,test,357
1,Ridge,pKd pKi pIC50,all,1922107.2585037246,1318912362027813.5,36265934.23507467,-0.013344,[-0.1 ~ 0.074],0.000178,0.521839,X-GRADE class1 test,1,test,357
2,Lasso,pKd pKi pIC50,all,1584214.8286872809,895974627697792.4,29890883.106857207,-0.013345,[-0.1 ~ 0.074],0.000178,0.539473,X-GRADE class1 test,1,test,357
3,ElasticNet,pKd pKi pIC50,all,2047851.9268739945,1497148259689553.5,38638770.22998478,-0.013345,[-0.1 ~ 0.074],0.000178,0.532176,X-GRADE class1 test,1,test,357
4,SVR,pKd pKi pIC50,all,1.0587012964352915,1.8261255504252878,1.1250368048727446,0.579701,[0.519 ~ 0.635],0.336054,0.579166,X-GRADE class1 test,1,test,357
5,DecisionTree,pKd pKi pIC50,all,1.4867787114845938,3.5440929971988795,1.6921401041626523,0.364741,[0.287 ~ 0.438],0.133036,0.364573,X-GRADE class1 test,1,test,357
6,RandomForest,pKd pKi pIC50,all,1.0480190476190478,1.7799760348459388,1.1133679936931813,0.591727,[0.532 ~ 0.646],0.350141,0.595625,X-GRADE class1 test,1,test,357
7,XGBoost,pKd pKi pIC50,all,1.1346755228389878,2.046238855982564,1.269426941871643,0.546998,[0.483 ~ 0.605],0.299207,0.553458,X-GRADE class1 test,1,test,357
8,linearRegression,pKd pKi pIC50,ki,3741802.8030458754,4998341253077721.0,70599859.64240813,0.013345,[-0.074 ~ 0.1],0.000178,0.514654,X-GRADE class1 test,1,test,357
9,Ridge,pKd pKi pIC50,ki,1922107.258506965,1318912362032261.5,36265934.23513583,-0.013344,[-0.1 ~ 0.074],0.000178,0.521839,X-GRADE class1 test,1,test,357
10,Lasso,pKd pKi pIC50,ki,1417876.954247555,717702697307594.4,26752426.504762087,-0.013345,[-0.1 ~ 0.074],0.000178,0.539955,X-GRADE class1 test,1,test,357
11,ElasticNet,pKd pKi pIC50,ki,2030086.8295335523,1471285421490534.8,38303579.0968407,-0.013345,[-0.1 ~ 0.074],0.000178,0.532454,X-GRADE class1 test,1,test,357
12,SVR,pKd pKi pIC50,ki,1.0586928054369793,1.8260884417343914,1.1251078288036256,0.579718,[0.519 ~ 0.635],0.336073,0.579201,X-GRADE class1 test,1,test,357
13,DecisionTree,pKd pKi pIC50,ki,1.4868347338935572,3.525441456582633,1.6334259151621855,0.346674,[0.268 ~ 0.421],0.120183,0.337853,X-GRADE class1 test,1,test,357
14,RandomForest,pKd pKi pIC50,ki,1.0494498599439772,1.7751539866666668,1.1207947162731025,0.593506,[0.534 ~ 0.647],0.352249,0.593968,X-GRADE class1 test,1,test,357
15,XGBoost,pKd pKi pIC50,ki,1.1346755228389878,2.046238855982564,1.269426941871643,0.546998,[0.483 ~ 0.605],0.299207,0.553458,X-GRADE class1 test,1,test,357
16,linearRegression,pKd pKi pIC50,kd,3698245.480446299,4882650353258037.0,69778030.7367109,-0.013344,[-0.1 ~ 0.074],0.000178,0.517166,X-GRADE class1 test,1,test,357
17,Ridge,pKd pKi pIC50,kd,1922107.258586452,1318912362141349.8,36265934.236635625,-0.013344,[-0.1 ~ 0.074],0.000178,0.521839,X-GRADE class1 test,1,test,357
18,Lasso,pKd pKi pIC50,kd,1584214.828687468,895974627698004.2,29890883.106860746,-0.013345,[-0.1 ~ 0.074],0.000178,0.539473,X-GRADE class1 test,1,test,357
19,ElasticNet,pKd pKi pIC50,kd,1994379.6429554122,1419983711816509.2,37629857.35098695,-0.013345,[-0.1 ~ 0.074],0.000178,0.532676,X-GRADE class1 test,1,test,357
20,SVR,pKd pKi pIC50,kd,1.0587012964352867,1.826125550425278,1.1250368048727297,0.579701,[0.519 ~ 0.635],0.336054,0.579166,X-GRADE class1 test,1,test,357
21,DecisionTree,pKd pKi pIC50,kd,1.5397759103641457,3.71498487394958,1.6927851865759114,0.334727,[0.255 ~ 0.41],0.112042,0.336389,X-GRADE class1 test,1,test,357
22,RandomForest,pKd pKi pIC50,kd,1.0376532212885152,1.7418257140056024,1.1115135466082446,0.601705,[0.543 ~ 0.655],0.362049,0.601395,X-GRADE class1 test,1,test,357
23,XGBoost,pKd pKi pIC50,kd,1.1346755228389878,2.046238855982564,1.269426941871643,0.546998,[0.483 ~ 0.605],0.299207,0.553458,X-GRADE class1 test,1,test,357
24,linearRegression,pKd pKi pIC50,all,1.1946412020048478,3.017468327411968,1.4456654985711939,0.378483,[0.301 ~ 0.451],0.143249,0.522277,GRADE class1 test,1,test,357
25,Ridge,pKd pKi pIC50,all,1.191986142279059,2.9837271836857755,1.4343817439015352,0.381486,[0.304 ~ 0.454],0.145532,0.522481,GRADE class1 test,1,test,357
26,Lasso,pKd pKi pIC50,all,1.183215216887619,2.8950382901652922,1.398897705949716,0.387854,[0.311 ~ 0.46],0.15043,0.523522,GRADE class1 test,1,test,357
27,ElasticNet,pKd pKi pIC50,all,1.1888255899536255,2.9491330063318135,1.4215226411573036,0.384215,[0.307 ~ 0.456],0.147621,0.522582,GRADE class1 test,1,test,357
28,SVR,pKd pKi pIC50,all,1.0627454259273874,1.8098504252428549,1.1008365794427672,0.582453,[0.522 ~ 0.637],0.339252,0.5819,GRADE class1 test,1,test,357
29,DecisionTree,pKd pKi pIC50,all,1.55484593837535,3.8186229691876754,1.9429762175200256,0.416794,[0.342 ~ 0.486],0.173717,0.414498,GRADE class1 test,1,test,357
30,RandomForest,pKd pKi pIC50,all,1.0442988795518204,1.7828416730812322,1.0909013164442825,0.588577,[0.529 ~ 0.643],0.346423,0.581041,GRADE class1 test,1,test,357
31,XGBoost,pKd pKi pIC50,all,1.0755731921903893,1.9258619336340106,1.3059347867965698,0.580917,[0.52 ~ 0.636],0.337465,0.58759,GRADE class1 test,1,test,357
32,linearRegression,pKd pKi pIC50,ki,1.1946412020048476,3.017468327411961,1.4456654985711928,0.378483,[0.301 ~ 0.451],0.143249,0.522277,GRADE class1 test,1,test,357
33,Ridge,pKd pKi pIC50,ki,1.1919861422786115,2.9837271836918906,1.4343817439011077,0.381486,[0.304 ~ 0.454],0.145532,0.522481,GRADE class1 test,1,test,357
34,Lasso,pKd pKi pIC50,ki,1.1832152168876187,2.895038290165285,1.3988977059497139,0.387854,[0.311 ~ 0.46],0.15043,0.523522,GRADE class1 test,1,test,357
35,ElasticNet,pKd pKi pIC50,ki,1.1885600563512881,2.9460084411231464,1.4204066843146523,0.384484,[0.308 ~ 0.456],0.147828,0.522769,GRADE class1 test,1,test,357
36,SVR,pKd pKi pIC50,ki,1.062745425927388,1.809850425242859,1.1008365794427601,0.582453,[0.522 ~ 0.637],0.339252,0.5819,GRADE class1 test,1,test,357
37,DecisionTree,pKd pKi pIC50,ki,1.4504481792717085,3.436343137254902,1.8640821052077157,0.447861,[0.375 ~ 0.515],0.20058,0.442954,GRADE class1 test,1,test,357
38,RandomForest,pKd pKi pIC50,ki,1.0389644257703081,1.7600416995238095,1.1177922011733847,0.596793,[0.538 ~ 0.65],0.356162,0.588357,GRADE class1 test,1,test,357
39,XGBoost,pKd pKi pIC50,ki,1.0755731921903893,1.9258619336340101,1.3059347867965698,0.580917,[0.52 ~ 0.636],0.337465,0.58759,GRADE class1 test,1,test,357
40,linearRegression,pKd pKi pIC50,kd,1.1946412020048476,3.0174683274119647,1.4456654985711939,0.378483,[0.301 ~ 0.451],0.143249,0.522277,GRADE class1 test,1,test,357
41,Ridge,pKd pKi pIC50,kd,1.1919861422757765,2.983727183668546,1.4343817439113935,0.381486,[0.304 ~ 0.454],0.145532,0.522481,GRADE class1 test,1,test,357
42,Lasso,pKd pKi pIC50,kd,1.1832152168876182,2.895038290165281,1.3988977059497125,0.387854,[0.311 ~ 0.46],0.15043,0.523522,GRADE class1 test,1,test,357
43,ElasticNet,pKd pKi pIC50,kd,1.189688320608473,2.959322264858553,1.425154324501108,0.383343,[0.306 ~ 0.455],0.146952,0.52239,GRADE class1 test,1,test,357
44,SVR,pKd pKi pIC50,kd,1.0627454259413291,1.8098504252740535,1.1008365794903991,0.582453,[0.522 ~ 0.637],0.339252,0.5819,GRADE class1 test,1,test,357
45,DecisionTree,pKd pKi pIC50,kd,1.5082352941176471,3.63130756302521,1.869416923884317,0.41772,[0.343 ~ 0.487],0.17449,0.409642,GRADE class1 test,1,test,357
46,RandomForest,pKd pKi pIC50,kd,1.046452100840336,1.8019893431932776,1.1072895036544392,0.584693,[0.524 ~ 0.639],0.341865,0.574668,GRADE class1 test,1,test,357
47,XGBoost,pKd pKi pIC50,kd,1.0755731921903895,1.9258619336340106,1.3059347867965698,0.580917,[0.52 ~ 0.636],0.337465,0.58759,GRADE class1 test,1,test,357
48,linearRegression,pKd pKi pIC50,all,149.11350275313964,47422558.173655786,6885.703232532743,0.024458,[-0.002 ~ 0.051],0.000598,0.505088,X-GRADE class2 test,2,test,3806
49,linearRegression,pKd pKi pIC50,all,1.6342719210579948,3.3051179107730433,0.7141526749859481,0.809338,[0.371 ~ 0.953],0.655027,0.690476,X-GRADE class2 val,2,val,8
50,Ridge,pKd pKi pIC50,all,17.042358538501624,648850.5566371032,805.493004223554,0.037067,[0.01 ~ 0.064],0.001374,0.511141,X-GRADE class2 test,2,test,3806
51,Ridge,pKd pKi pIC50,all,1.6289217997403624,3.2971494154055967,0.7250619590917037,0.819903,[0.398 ~ 0.956],0.67224,0.571429,X-GRADE class2 val,2,val,8
52,Lasso,pKd pKi pIC50,all,9.84762130322486,167851.97127426037,409.7232952232299,0.037279,[0.011 ~ 0.064],0.00139,0.515841,X-GRADE class2 test,2,test,3806
53,Lasso,pKd pKi pIC50,all,1.6772993650440957,3.5264432931831498,0.6625261417525113,0.817558,[0.392 ~ 0.955],0.668401,0.571429,X-GRADE class2 val,2,val,8
54,ElasticNet,pKd pKi pIC50,all,2.4155574791773273,880.3961219289532,29.61974603244208,0.00605,[-0.021 ~ 0.033],3.7e-05,0.527165,X-GRADE class2 test,2,test,3806
55,ElasticNet,pKd pKi pIC50,all,1.6610133257684896,3.4490546312350285,0.6719409569061044,0.825335,[0.412 ~ 0.957],0.681178,0.571429,X-GRADE class2 val,2,val,8
56,SVR,pKd pKi pIC50,all,1.122737298274115,2.0304996346694564,1.1283630384636016,0.544618,[0.526 ~ 0.563],0.296609,0.535113,X-GRADE class2 test,2,test,3806
57,SVR,pKd pKi pIC50,all,2.02278065471269,5.856612120598741,0.6953971058473557,0.318575,[-0.385 ~ 0.788],0.10149,-0.071429,X-GRADE class2 val,2,val,8
58,DecisionTree,pKd pKi pIC50,all,1.5643799264319498,3.9617430635838153,1.8170782455379457,0.353293,[0.33 ~ 0.376],0.124816,0.343832,X-GRADE class2 test,2,test,3806
59,DecisionTree,pKd pKi pIC50,all,2.01625,5.291612500000001,1.346882975614437,0.214423,[-0.476 ~ 0.741],0.045977,0.0,X-GRADE class2 val,2,val,8
60,RandomForest,pKd pKi pIC50,all,1.0657751182343669,1.825101577532843,1.090240120238637,0.596598,[0.579 ~ 0.614],0.355929,0.573978,X-GRADE class2 test,2,test,3806
61,RandomForest,pKd pKi pIC50,all,1.857725,4.776580742499997,0.9519804002709291,0.603263,[-0.037 ~ 0.892],0.363926,0.547619,X-GRADE class2 val,2,val,8
62,XGBoost,pKd pKi pIC50,all,1.1411808460609447,2.098429585864727,1.3042227029800415,0.55222,[0.533 ~ 0.57],0.304947,0.532194,X-GRADE class2 test,2,test,3806
63,XGBoost,pKd pKi pIC50,all,1.6610123229026796,3.691329089154787,0.9792194366455078,0.450623,[-0.245 ~ 0.84],0.203061,0.190476,X-GRADE class2 val,2,val,8
64,linearRegression,pKd pKi pIC50,ki,152.05913177722334,49754851.83652213,7052.981274044493,0.024442,[-0.002 ~ 0.051],0.000597,0.498613,X-GRADE class2 test,2,test,3806
65,linearRegression,pKd pKi pIC50,ki,1.635236289904411,3.3231983512867167,0.7172925822233728,0.809299,[0.371 ~ 0.953],0.654965,0.690476,X-GRADE class2 val,2,val,8
66,Ridge,pKd pKi pIC50,ki,17.04235853831837,648850.5566174132,805.493004211334,0.037067,[0.01 ~ 0.064],0.001374,0.511141,X-GRADE class2 test,2,test,3806
67,Ridge,pKd pKi pIC50,ki,1.62892179974062,3.2971494154090637,0.7250619590928244,0.819903,[0.398 ~ 0.956],0.67224,0.571429,X-GRADE class2 val,2,val,8
68,Lasso,pKd pKi pIC50,ki,2.3985051297987465,832.0291612214659,28.79613918795433,0.008665,[-0.018 ~ 0.035],7.5e-05,0.517526,X-GRADE class2 test,2,test,3806
69,Lasso,pKd pKi pIC50,ki,1.6731932989021616,3.5072967733697196,0.6657346185604369,0.818346,[0.394 ~ 0.955],0.669689,0.571429,X-GRADE class2 val,2,val,8
70,ElasticNet,pKd pKi pIC50,ki,2.4280901702926796,897.3017950020843,29.90310528140832,0.005796,[-0.021 ~ 0.032],3.4e-05,0.527008,X-GRADE class2 test,2,test,3806
71,ElasticNet,pKd pKi pIC50,ki,1.659590930020823,3.4429219061148295,0.6722020721823188,0.82562,[0.412 ~ 0.957],0.681648,0.571429,X-GRADE class2 val,2,val,8
72,SVR,pKd pKi pIC50,ki,1.12273212533232,2.030502291294323,1.1284170535828504,0.544623,[0.526 ~ 0.563],0.296614,0.535123,X-GRADE class2 test,2,test,3806
73,SVR,pKd pKi pIC50,ki,2.022849459252974,5.8570011392253605,0.6953863229683609,0.318514,[-0.385 ~ 0.788],0.101451,-0.071429,X-GRADE class2 val,2,val,8
74,DecisionTree,pKd pKi pIC50,ki,1.5683079348397266,3.9349784025223333,1.8110582984342751,0.355472,[0.332 ~ 0.379],0.12636,0.345041,X-GRADE class2 test,2,test,3806
75,DecisionTree,pKd pKi pIC50,ki,2.3625000000000003,8.395775,1.73982712862514,0.001227,[-0.626 ~ 0.627],2e-06,-0.190476,X-GRADE class2 val,2,val,8
76,RandomForest,pKd pKi pIC50,ki,1.064167866526537,1.8338582142958486,1.1203955595447364,0.596883,[0.579 ~ 0.614],0.356269,0.572179,X-GRADE class2 test,2,test,3806
77,RandomForest,pKd pKi pIC50,ki,1.8707625,4.851871186250001,0.8648459385021998,0.6135,[-0.021 ~ 0.896],0.376382,0.380952,X-GRADE class2 val,2,val,8
78,XGBoost,pKd pKi pIC50,ki,1.1411808460609447,2.098429585864727,1.304222822189331,0.55222,[0.533 ~ 0.57],0.304947,0.532194,X-GRADE class2 test,2,test,3806
79,XGBoost,pKd pKi pIC50,ki,1.6610123229026794,3.691329089154787,0.9792194962501526,0.450623,[-0.245 ~ 0.84],0.203061,0.190476,X-GRADE class2 val,2,val,8
80,linearRegression,pKd pKi pIC50,kd,147.88397950296678,47050249.73038622,6858.6353137669175,0.024222,[-0.002 ~ 0.051],0.000587,0.505728,X-GRADE class2 test,2,test,3806
81,linearRegression,pKd pKi pIC50,kd,1.629304399279333,3.29112703090079,0.7229839611924975,0.811526,[0.376 ~ 0.953],0.658574,0.690476,X-GRADE class2 val,2,val,8
82,Ridge,pKd pKi pIC50,kd,17.04235853827486,648850.5566109369,805.4930042073147,0.037067,[0.01 ~ 0.064],0.001374,0.511141,X-GRADE class2 test,2,test,3806
83,Ridge,pKd pKi pIC50,kd,1.6289217997386392,3.297149415400737,0.7250619590928636,0.819903,[0.398 ~ 0.956],0.67224,0.571429,X-GRADE class2 val,2,val,8
84,Lasso,pKd pKi pIC50,kd,2.088851665011076,479.9268207855718,21.863488250118206,0.018123,[-0.009 ~ 0.045],0.000328,0.520218,X-GRADE class2 test,2,test,3806
85,Lasso,pKd pKi pIC50,kd,1.6852403909687799,3.5592494737902074,0.656231599900708,0.816128,[0.388 ~ 0.955],0.666066,0.571429,X-GRADE class2 val,2,val,8
86,ElasticNet,pKd pKi pIC50,kd,2.644291991812823,1082.1173596921003,32.86397630054606,0.013542,[-0.013 ~ 0.04],0.000183,0.527414,X-GRADE class2 test,2,test,3806
87,ElasticNet,pKd pKi pIC50,kd,1.6555873629581865,3.4234256787515625,0.6735795466439076,0.826832,[0.416 ~ 0.957],0.683651,0.571429,X-GRADE class2 val,2,val,8
88,SVR,pKd pKi pIC50,kd,1.12273212533232,2.0305022912943143,1.1284170535828464,0.544623,[0.526 ~ 0.563],0.296614,0.535123,X-GRADE class2 test,2,test,3806
89,SVR,pKd pKi pIC50,kd,2.0228494592676887,5.857001139275709,0.6953863229615426,0.318514,[-0.385 ~ 0.788],0.101451,-0.071429,X-GRADE class2 val,2,val,8
90,DecisionTree,pKd pKi pIC50,kd,1.5345349448239622,3.7768878612716765,1.785082368237655,0.371273,[0.348 ~ 0.394],0.137843,0.361154,X-GRADE class2 test,2,test,3806
91,DecisionTree,pKd pKi pIC50,kd,1.8050000000000002,4.868550000000001,1.6508629372240446,0.334395,[-0.369 ~ 0.794],0.11182,0.09581,X-GRADE class2 val,2,val,8
92,RandomForest,pKd pKi pIC50,kd,1.0636117446137676,1.8255220662454021,1.112019412484376,0.598258,[0.581 ~ 0.615],0.357913,0.574179,X-GRADE class2 test,2,test,3806
93,RandomForest,pKd pKi pIC50,kd,1.8267749999999991,4.544554144999994,0.9307863033478728,0.636638,[0.017 ~ 0.903],0.405307,0.47619,X-GRADE class2 val,2,val,8
94,XGBoost,pKd pKi pIC50,kd,1.1411808460609447,2.098429585864727,1.304222822189331,0.55222,[0.533 ~ 0.57],0.304947,0.532194,X-GRADE class2 test,2,test,3806
95,XGBoost,pKd pKi pIC50,kd,1.6610123229026794,3.6913290891547876,0.9792194366455078,0.450623,[-0.245 ~ 0.84],0.203061,0.190476,X-GRADE class2 val,2,val,8
96,linearRegression,pKd pKi pIC50,all,1.2598377452565221,4.436742419267883,1.8718179369026196,0.301399,[0.277 ~ 0.325],0.090841,0.500325,GRADE class2 test,2,test,3806
97,linearRegression,pKd pKi pIC50,all,1.3504863331377246,2.8440114481914383,1.0752941251960075,0.860458,[0.508 ~ 0.966],0.740388,0.595238,GRADE class2 val,2,val,8
98,Ridge,pKd pKi pIC50,all,1.2578008922696968,4.436193363232365,1.871329972385617,0.301204,[0.277 ~ 0.325],0.090724,0.500944,GRADE class2 test,2,test,3806
99,Ridge,pKd pKi pIC50,all,1.3502123123281722,2.843908263620101,1.0758263943071813,0.860412,[0.507 ~ 0.966],0.740308,0.595238,GRADE class2 val,2,val,8
100,Lasso,pKd pKi pIC50,all,1.2508529459964273,4.3392673671080795,1.8420280944446643,0.303916,[0.28 ~ 0.328],0.092365,0.502773,GRADE class2 test,2,test,3806
101,Lasso,pKd pKi pIC50,all,1.3692747651120944,2.8860967233887496,1.0585758144541189,0.859135,[0.504 ~ 0.966],0.738114,0.595238,GRADE class2 val,2,val,8
102,ElasticNet,pKd pKi pIC50,all,1.2530412699153821,4.40186558128059,1.860648624841346,0.301913,[0.277 ~ 0.326],0.091152,0.502257,GRADE class2 test,2,test,3806
103,ElasticNet,pKd pKi pIC50,all,1.3544021767854748,2.853307296138092,1.072152809892425,0.860129,[0.507 ~ 0.966],0.739822,0.595238,GRADE class2 val,2,val,8
104,SVR,pKd pKi pIC50,all,1.1022851671874623,1.9579661383506382,1.1332322266437371,0.565157,[0.547 ~ 0.583],0.319402,0.549697,GRADE class2 test,2,test,3806
105,SVR,pKd pKi pIC50,all,1.860519350840034,4.824620860623682,0.7955584315162546,0.499069,[-0.185 ~ 0.857],0.24907,0.428571,GRADE class2 val,2,val,8
106,DecisionTree,pKd pKi pIC50,all,1.5088596952180768,3.677266001050972,1.7894703370610257,0.389802,[0.367 ~ 0.412],0.151945,0.379242,GRADE class2 test,2,test,3806
107,DecisionTree,pKd pKi pIC50,all,1.9024999999999999,4.804325,1.6807657295114036,0.661398,[0.06 ~ 0.911],0.437447,0.263478,GRADE class2 val,2,val,8
108,RandomForest,pKd pKi pIC50,all,1.0536890698896477,1.7892597451182342,1.0899511704835518,0.609131,[0.592 ~ 0.626],0.371041,0.585299,GRADE class2 test,2,test,3806
109,RandomForest,pKd pKi pIC50,all,1.9822124999999995,5.070204173749998,0.7829031795782598,0.723856,[0.178 ~ 0.929],0.523968,0.47619,GRADE class2 val,2,val,8
110,XGBoost,pKd pKi pIC50,all,1.1779924233988344,2.221287317973357,1.3007583618164062,0.524685,[0.505 ~ 0.544],0.275295,0.505416,GRADE class2 test,2,test,3806
111,XGBoost,pKd pKi pIC50,all,1.8117680716514588,4.866517018582876,0.8273581862449646,0.360483,[-0.344 ~ 0.805],0.129948,0.142857,GRADE class2 val,2,val,8
112,linearRegression,pKd pKi pIC50,ki,1.2598377452565221,4.436742419267904,1.8718179369026247,0.301399,[0.277 ~ 0.325],0.090841,0.500325,GRADE class2 test,2,test,3806
113,linearRegression,pKd pKi pIC50,ki,1.350486333137724,2.844011448191434,1.0752941251960058,0.860458,[0.508 ~ 0.966],0.740388,0.595238,GRADE class2 val,2,val,8
114,Ridge,pKd pKi pIC50,ki,1.2578008922712445,4.436193363224912,1.8713299723776247,0.301204,[0.277 ~ 0.325],0.090724,0.500944,GRADE class2 test,2,test,3806
115,Ridge,pKd pKi pIC50,ki,1.3502123123209318,2.843908263602078,1.0758263943159447,0.860412,[0.507 ~ 0.966],0.740308,0.595238,GRADE class2 val,2,val,8
116,Lasso,pKd pKi pIC50,ki,1.2508529459964284,4.339267367108091,1.842028094444667,0.303916,[0.28 ~ 0.328],0.092365,0.502773,GRADE class2 test,2,test,3806
117,Lasso,pKd pKi pIC50,ki,1.3692747651120958,2.8860967233887536,1.0585758144541193,0.859135,[0.504 ~ 0.966],0.738114,0.595238,GRADE class2 val,2,val,8
118,ElasticNet,pKd pKi pIC50,ki,1.2548822657139531,4.411362806734519,1.8636990876412798,0.301771,[0.277 ~ 0.326],0.091066,0.501779,GRADE class2 test,2,test,3806
119,ElasticNet,pKd pKi pIC50,ki,1.3549051620768848,2.8545089709639884,1.0717534551364254,0.860086,[0.507 ~ 0.966],0.739749,0.595238,GRADE class2 val,2,val,8
120,SVR,pKd pKi pIC50,ki,1.1022851671876286,1.9579661383509401,1.133232226642625,0.565157,[0.547 ~ 0.583],0.319402,0.549697,GRADE class2 test,2,test,3806
121,SVR,pKd pKi pIC50,ki,1.8605193510536022,4.824620861526211,0.7955584314721691,0.499069,[-0.185 ~ 0.857],0.24907,0.428571,GRADE class2 val,2,val,8
122,DecisionTree,pKd pKi pIC50,ki,1.5303126642143983,3.7782349710982657,1.7886317814024217,0.372832,[0.35 ~ 0.396],0.139004,0.359019,GRADE class2 test,2,test,3806
123,DecisionTree,pKd pKi pIC50,ki,1.77375,4.1920125,1.7765064030281457,0.714516,[0.159 ~ 0.926],0.510533,0.574861,GRADE class2 val,2,val,8
124,RandomForest,pKd pKi pIC50,ki,1.0608991329479769,1.8168418620782978,1.0985141140606753,0.602296,[0.585 ~ 0.619],0.36276,0.579445,GRADE class2 test,2,test,3806
125,RandomForest,pKd pKi pIC50,ki,1.9723500000000003,5.409815562500002,0.865185333830273,0.569593,[-0.088 ~ 0.882],0.324437,0.380952,GRADE class2 val,2,val,8
126,XGBoost,pKd pKi pIC50,ki,1.1779924233988344,2.2212873179733568,1.3007583618164062,0.524685,[0.505 ~ 0.544],0.275295,0.505416,GRADE class2 test,2,test,3806
