,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (rÂ²),Spearman correlation coefficient,add. information,Classes,Set,Set size
127,XGBoost,pKd pKi pIC50,ki,1.8117680716514588,4.866517018582876,0.8273581862449646,0.360483,[-0.344 ~ 0.805],0.129948,0.142857,GRADE class2 val,2,val,8
128,linearRegression,pKd pKi pIC50,kd,1.2598377452565221,4.436742419267885,1.8718179369026196,0.301399,[0.277 ~ 0.325],0.090841,0.500325,GRADE class2 test,2,test,3806
129,linearRegression,pKd pKi pIC50,kd,1.3504863331377233,2.8440114481914334,1.075294125196008,0.860458,[0.508 ~ 0.966],0.740388,0.595238,GRADE class2 val,2,val,8
130,Ridge,pKd pKi pIC50,kd,1.2578008922705008,4.436193363215212,1.871329972379157,0.301204,[0.277 ~ 0.325],0.090724,0.500944,GRADE class2 test,2,test,3806
131,Ridge,pKd pKi pIC50,kd,1.350212312353795,2.843908263692461,1.0758263942692343,0.860412,[0.507 ~ 0.966],0.740308,0.595238,GRADE class2 val,2,val,8
132,Lasso,pKd pKi pIC50,kd,1.2508529459964275,4.339267367108088,1.842028094444666,0.303916,[0.28 ~ 0.328],0.092365,0.502773,GRADE class2 test,2,test,3806
133,Lasso,pKd pKi pIC50,kd,1.369274765112094,2.8860967233887482,1.0585758144541193,0.859135,[0.504 ~ 0.966],0.738114,0.595238,GRADE class2 val,2,val,8
134,ElasticNet,pKd pKi pIC50,kd,1.2508873812049175,4.390591645277887,1.8570186607304606,0.302083,[0.278 ~ 0.326],0.091254,0.502851,GRADE class2 test,2,test,3806
135,ElasticNet,pKd pKi pIC50,kd,1.3559600798061178,2.857034704797951,1.0709188040608943,0.859997,[0.506 ~ 0.966],0.739595,0.595238,GRADE class2 val,2,val,8
136,SVR,pKd pKi pIC50,kd,1.102285167187627,1.957966138350939,1.1332322266426291,0.565157,[0.547 ~ 0.583],0.319402,0.549697,GRADE class2 test,2,test,3806
137,SVR,pKd pKi pIC50,kd,1.8605193508417783,4.824620860635883,0.795558431516596,0.499069,[-0.185 ~ 0.857],0.24907,0.428571,GRADE class2 val,2,val,8
138,DecisionTree,pKd pKi pIC50,kd,1.5282921702574883,3.759385759327378,1.800602224668716,0.38068,[0.358 ~ 0.403],0.144917,0.367387,GRADE class2 test,2,test,3806
139,DecisionTree,pKd pKi pIC50,kd,1.85375,5.0663125,1.7835077796297945,0.528601,[-0.146 ~ 0.868],0.279419,0.142857,GRADE class2 val,2,val,8
140,RandomForest,pKd pKi pIC50,kd,1.0620787440882815,1.8181668143011036,1.0996941700331195,0.60225,[0.585 ~ 0.619],0.362706,0.578515,GRADE class2 test,2,test,3806
141,RandomForest,pKd pKi pIC50,kd,1.9059875,5.061826166249998,0.9227452945389365,0.626104,[-0.001 ~ 0.9],0.392006,0.380952,GRADE class2 val,2,val,8
142,XGBoost,pKd pKi pIC50,kd,1.1779924233988344,2.221287317973357,1.3007583618164062,0.524685,[0.505 ~ 0.544],0.275295,0.505416,GRADE class2 test,2,test,3806
143,XGBoost,pKd pKi pIC50,kd,1.8117680716514588,4.866517018582876,0.8273581862449646,0.360483,[-0.344 ~ 0.805],0.129948,0.142857,GRADE class2 val,2,val,8
144,linearRegression,pKd pKi pIC50,all,314624470.95613474,2.999214916820701e+20,17315503862.3854,0.012312,[-0.017 ~ 0.041],0.000152,0.394384,X-GRADE class3 test,3,test,3211
145,linearRegression,pKd pKi pIC50,all,1.2885156951272383,2.072828220692975,1.6452930868422588,0.713412,[0.219 ~ 0.916],0.508956,0.333333,X-GRADE class3 val,3,val,9
146,Ridge,pKd pKi pIC50,all,140.90393469395397,25994538.08767873,5097.495069178608,0.000441,[-0.029 ~ 0.029],0.0,0.40715,X-GRADE class3 test,3,test,3211
147,Ridge,pKd pKi pIC50,all,1.1450910772671405,1.7824611271536572,1.5635462084390597,0.723734,[0.239 ~ 0.92],0.52379,0.333333,X-GRADE class3 val,3,val,9
148,Lasso,pKd pKi pIC50,all,14.387529911733374,47650.10951688765,218.2478548184526,-0.015499,[-0.045 ~ 0.014],0.00024,0.430919,X-GRADE class3 test,3,test,3211
149,Lasso,pKd pKi pIC50,all,1.0236680881061992,1.4615634978483436,1.4290924835545467,0.783615,[0.365 ~ 0.939],0.614053,0.55,X-GRADE class3 val,3,val,9
150,ElasticNet,pKd pKi pIC50,all,15.380218571606827,56047.72176911633,236.69055274184038,-0.016847,[-0.046 ~ 0.012],0.000284,0.467995,X-GRADE class3 test,3,test,3211
151,ElasticNet,pKd pKi pIC50,all,1.0879819272953268,1.6323143984860284,1.530107793231043,0.753836,[0.301 ~ 0.929],0.568269,0.416667,X-GRADE class3 val,3,val,9
152,SVR,pKd pKi pIC50,all,1.2376094737650487,2.505863542290764,1.2072621134897283,0.585945,[0.567 ~ 0.605],0.343331,0.552692,X-GRADE class3 test,3,test,3211
153,SVR,pKd pKi pIC50,all,0.8119805829942371,1.0763714919560317,0.8478725398811496,0.897277,[0.656 ~ 0.972],0.805106,0.8,X-GRADE class3 val,3,val,9
154,DecisionTree,pKd pKi pIC50,all,1.6242229834942383,4.359663407038306,1.9376834012171051,0.425706,[0.402 ~ 0.449],0.181225,0.414608,X-GRADE class3 test,3,test,3211
155,DecisionTree,pKd pKi pIC50,all,0.9166666666666666,1.1863000000000001,1.8370070935432978,0.812205,[0.432 ~ 0.947],0.659677,0.683333,X-GRADE class3 val,3,val,9
156,RandomForest,pKd pKi pIC50,all,1.2250916225474928,2.470640009810028,1.2491020536278685,0.595244,[0.576 ~ 0.614],0.354315,0.563586,X-GRADE class3 test,3,test,3211
157,RandomForest,pKd pKi pIC50,all,0.5880222222222231,0.7047559777777785,1.4099771464744546,0.870606,[0.581 ~ 0.965],0.757955,0.766667,X-GRADE class3 val,3,val,9
158,XGBoost,pKd pKi pIC50,all,1.361095660747824,3.125661363439473,1.4635738134384155,0.510464,[0.489 ~ 0.532],0.260574,0.493695,X-GRADE class3 test,3,test,3211
159,XGBoost,pKd pKi pIC50,all,0.9555892880757649,1.7329958694596845,1.7404791116714478,0.725398,[0.243 ~ 0.92],0.526202,0.366667,X-GRADE class3 val,3,val,9
160,linearRegression,pKd pKi pIC50,ki,323477419.95357347,3.225862466761246e+20,17957803570.66057,0.012287,[-0.017 ~ 0.041],0.000151,0.390483,X-GRADE class3 test,3,test,3211
161,linearRegression,pKd pKi pIC50,ki,1.2346852987452135,1.955188692754836,1.6015372504334788,0.703961,[0.201 ~ 0.913],0.495561,0.333333,X-GRADE class3 val,3,val,9
162,Ridge,pKd pKi pIC50,ki,140.90393469081076,25994538.086086404,5097.495069022484,0.000441,[-0.029 ~ 0.029],0.0,0.40715,X-GRADE class3 test,3,test,3211
163,Ridge,pKd pKi pIC50,ki,1.1450910772661613,1.7824611271496313,1.563546208437171,0.723734,[0.239 ~ 0.92],0.52379,0.333333,X-GRADE class3 val,3,val,9
164,Lasso,pKd pKi pIC50,ki,14.387529911733587,47650.10951688935,218.2478548184565,-0.015499,[-0.045 ~ 0.014],0.00024,0.430919,X-GRADE class3 test,3,test,3211
165,Lasso,pKd pKi pIC50,ki,1.0236680881061997,1.4615634978483452,1.4290924835545467,0.783615,[0.365 ~ 0.939],0.614053,0.55,X-GRADE class3 val,3,val,9
166,ElasticNet,pKd pKi pIC50,ki,15.266425148629194,55139.48909018182,234.7650888621171,-0.016843,[-0.046 ~ 0.012],0.000284,0.46876,X-GRADE class3 test,3,test,3211
167,ElasticNet,pKd pKi pIC50,ki,1.03162100870123,1.4789382175759331,1.4535860906493026,0.782006,[0.362 ~ 0.938],0.611533,0.533333,X-GRADE class3 val,3,val,9
168,SVR,pKd pKi pIC50,ki,1.2376033022322452,2.505843788743967,1.2073376120071933,0.58595,[0.567 ~ 0.605],0.343337,0.552692,X-GRADE class3 test,3,test,3211
169,SVR,pKd pKi pIC50,ki,0.8118548581123847,1.0761963502910783,0.8480026096090247,0.897281,[0.656 ~ 0.972],0.805112,0.8,X-GRADE class3 val,3,val,9
170,DecisionTree,pKd pKi pIC50,ki,1.655577701650576,4.528332232949237,1.94476548166739,0.405029,[0.38 ~ 0.429],0.164049,0.394964,X-GRADE class3 test,3,test,3211
171,DecisionTree,pKd pKi pIC50,ki,0.7166666666666666,0.5604555555555555,2.057943957772741,0.944596,[0.803 ~ 0.985],0.892262,0.916667,X-GRADE class3 val,3,val,9
172,RandomForest,pKd pKi pIC50,ki,1.2259246963562753,2.4635039142572404,1.2490547902874671,0.596883,[0.578 ~ 0.615],0.35627,0.5638,X-GRADE class3 test,3,test,3211
173,RandomForest,pKd pKi pIC50,ki,0.6531999999999996,0.8251079111111115,1.3899453322583109,0.848029,[0.521 ~ 0.958],0.719153,0.7,X-GRADE class3 val,3,val,9
174,XGBoost,pKd pKi pIC50,ki,1.3610956607478235,3.125661363439473,1.4635738134384155,0.510464,[0.489 ~ 0.532],0.260574,0.493695,X-GRADE class3 test,3,test,3211
175,XGBoost,pKd pKi pIC50,ki,0.9555892880757649,1.7329958694596843,1.7404789924621582,0.725398,[0.243 ~ 0.92],0.526202,0.366667,X-GRADE class3 val,3,val,9
176,linearRegression,pKd pKi pIC50,kd,306671091.407028,2.9060872496722913e+20,17044491147.280796,0.012284,[-0.017 ~ 0.041],0.000151,0.390632,X-GRADE class3 test,3,test,3211
177,linearRegression,pKd pKi pIC50,kd,1.2301954869256795,1.9388887060923747,1.5940242878228175,0.704461,[0.202 ~ 0.913],0.496265,0.333333,X-GRADE class3 val,3,val,9
178,Ridge,pKd pKi pIC50,kd,140.90393469458314,25994538.0880764,5097.495069217603,0.000441,[-0.029 ~ 0.029],0.0,0.40715,X-GRADE class3 test,3,test,3211
179,Ridge,pKd pKi pIC50,kd,1.1450910772668184,1.7824611271526871,1.5635462084378233,0.723734,[0.239 ~ 0.92],0.52379,0.333333,X-GRADE class3 val,3,val,9
180,Lasso,pKd pKi pIC50,kd,82.10767065628495,8432839.35293691,2903.410470089077,0.000261,[-0.029 ~ 0.029],0.0,0.411095,X-GRADE class3 test,3,test,3211
181,Lasso,pKd pKi pIC50,kd,1.0298585744024638,1.4758575545911043,1.4380232518416671,0.781251,[0.36 ~ 0.938],0.610353,0.55,X-GRADE class3 val,3,val,9
182,ElasticNet,pKd pKi pIC50,kd,15.151382082897122,54230.21235008321,232.82144557095438,-0.016838,[-0.046 ~ 0.012],0.000284,0.469551,X-GRADE class3 test,3,test,3211
183,ElasticNet,pKd pKi pIC50,kd,1.039209906770034,1.4994335403663444,1.4635090568414715,0.778037,[0.353 ~ 0.937],0.605342,0.533333,X-GRADE class3 val,3,val,9
184,SVR,pKd pKi pIC50,kd,1.2376094737644925,2.505863542291664,1.2072621134893202,0.585945,[0.567 ~ 0.605],0.343331,0.552692,X-GRADE class3 test,3,test,3211
185,SVR,pKd pKi pIC50,kd,0.8119805829972854,1.0763714919516698,0.8478725398828005,0.897277,[0.656 ~ 0.972],0.805106,0.8,X-GRADE class3 val,3,val,9
186,DecisionTree,pKd pKi pIC50,kd,1.6353659296169418,4.437341513547182,1.9230485334922853,0.412051,[0.388 ~ 0.436],0.169786,0.400979,X-GRADE class3 test,3,test,3211
187,DecisionTree,pKd pKi pIC50,kd,0.7444444444444444,0.6569333333333334,1.9506187685570222,0.914761,[0.709 ~ 0.977],0.836788,0.883333,X-GRADE class3 val,3,val,9
188,RandomForest,pKd pKi pIC50,kd,1.2246200249143566,2.4559315480130803,1.2458049765647157,0.598502,[0.58 ~ 0.617],0.358205,0.565213,X-GRADE class3 test,3,test,3211
189,RandomForest,pKd pKi pIC50,kd,0.5658444444444449,0.6749347222222225,1.3279865921344567,0.879043,[0.604 ~ 0.967],0.772717,0.7,X-GRADE class3 val,3,val,9
190,XGBoost,pKd pKi pIC50,kd,1.361095660747824,3.125661363439473,1.4635738134384155,0.510464,[0.489 ~ 0.532],0.260574,0.493695,X-GRADE class3 test,3,test,3211
191,XGBoost,pKd pKi pIC50,kd,0.9555892880757649,1.7329958694596843,1.7404792308807373,0.725398,[0.243 ~ 0.92],0.526202,0.366667,X-GRADE class3 val,3,val,9
192,linearRegression,pKd pKi pIC50,all,1.6586976529837794,4.904167562032243,1.718853585173086,0.32036,[0.294 ~ 0.346],0.102631,0.403238,GRADE class3 test,3,test,3211
193,linearRegression,pKd pKi pIC50,all,1.1112742847882062,1.9358316141191634,0.974140724665743,0.719425,[0.231 ~ 0.918],0.517572,0.383333,GRADE class3 val,3,val,9
194,Ridge,pKd pKi pIC50,all,1.651732788179685,4.845608121115791,1.705073596013148,0.323394,[0.297 ~ 0.349],0.104584,0.404428,GRADE class3 test,3,test,3211
195,Ridge,pKd pKi pIC50,all,1.1094392334677226,1.9293097463266287,0.9736408709461245,0.721951,[0.236 ~ 0.919],0.521213,0.383333,GRADE class3 val,3,val,9
196,Lasso,pKd pKi pIC50,all,1.6317929752753852,4.6797383571513915,1.6615006638604586,0.331467,[0.305 ~ 0.357],0.10987,0.40732,GRADE class3 test,3,test,3211
197,Lasso,pKd pKi pIC50,all,1.1017883077127346,1.8998517440000542,0.9707897263820116,0.728557,[0.249 ~ 0.921],0.530795,0.466667,GRADE class3 val,3,val,9
198,ElasticNet,pKd pKi pIC50,all,1.6383152256435236,4.733970526220186,1.677251488632655,0.329087,[0.303 ~ 0.355],0.108299,0.406499,GRADE class3 test,3,test,3211
199,ElasticNet,pKd pKi pIC50,all,1.1035608586691323,1.9075370284725248,0.9717225467695787,0.728414,[0.249 ~ 0.921],0.530587,0.466667,GRADE class3 val,3,val,9
200,SVR,pKd pKi pIC50,all,1.2377862688351664,2.50011220558249,1.2477921175699698,0.593049,[0.574 ~ 0.612],0.351707,0.561967,GRADE class3 test,3,test,3211
201,SVR,pKd pKi pIC50,all,0.64224152292172,0.7382498692124402,1.4049201989395887,0.875121,[0.593 ~ 0.966],0.765836,0.7,GRADE class3 val,3,val,9
202,DecisionTree,pKd pKi pIC50,all,1.6622765493615699,4.550148209280598,1.9101071730382948,0.391081,[0.366 ~ 0.415],0.152944,0.382307,GRADE class3 test,3,test,3211
203,DecisionTree,pKd pKi pIC50,all,1.1977777777777778,2.2918888888888898,1.2652282280821128,0.574487,[-0.017 ~ 0.868],0.330035,0.566667,GRADE class3 val,3,val,9
204,RandomForest,pKd pKi pIC50,all,1.225349766427904,2.463136549134226,1.2397638083059916,0.594973,[0.576 ~ 0.613],0.353993,0.55793,GRADE class3 test,3,test,3211
205,RandomForest,pKd pKi pIC50,all,0.695422222222223,1.0518016955555545,1.322179526388154,0.802628,[0.409 ~ 0.944],0.644212,0.483333,GRADE class3 val,3,val,9
206,XGBoost,pKd pKi pIC50,all,1.3987715008013049,3.224710420715704,1.523475170135498,0.495356,[0.473 ~ 0.517],0.245378,0.481697,GRADE class3 test,3,test,3211
207,XGBoost,pKd pKi pIC50,all,1.000700542661879,1.5555521833104993,1.5260159969329834,0.748462,[0.289 ~ 0.928],0.560195,0.516667,GRADE class3 val,3,val,9
208,linearRegression,pKd pKi pIC50,ki,1.6586976529837785,4.904167562032237,1.7188535851730853,0.32036,[0.294 ~ 0.346],0.102631,0.403238,GRADE class3 test,3,test,3211
209,linearRegression,pKd pKi pIC50,ki,1.1112742847882089,1.9358316141191731,0.9741407246657411,0.719425,[0.231 ~ 0.918],0.517572,0.383333,GRADE class3 val,3,val,9
210,Ridge,pKd pKi pIC50,ki,1.6517327881733552,4.845608121070541,1.7050735960352108,0.323394,[0.297 ~ 0.349],0.104584,0.404428,GRADE class3 test,3,test,3211
211,Ridge,pKd pKi pIC50,ki,1.1094392334508805,1.9293097462846172,0.9736408709634938,0.721951,[0.236 ~ 0.919],0.521213,0.383333,GRADE class3 val,3,val,9
212,Lasso,pKd pKi pIC50,ki,1.6317929752753806,4.679738357151353,1.6615006638604495,0.331467,[0.305 ~ 0.357],0.10987,0.40732,GRADE class3 test,3,test,3211
213,Lasso,pKd pKi pIC50,ki,1.101788307712736,1.899851744000057,0.970789726382011,0.728557,[0.249 ~ 0.921],0.530795,0.466667,GRADE class3 val,3,val,9
214,ElasticNet,pKd pKi pIC50,ki,1.6422826801832415,4.766779816189794,1.6853498544876528,0.327356,[0.301 ~ 0.353],0.107162,0.405877,GRADE class3 test,3,test,3211
215,ElasticNet,pKd pKi pIC50,ki,1.108254669779635,1.9246994519378826,0.9731697874380972,0.722977,[0.238 ~ 0.919],0.522695,0.466667,GRADE class3 val,3,val,9
216,SVR,pKd pKi pIC50,ki,1.2377862688351657,2.50011220558249,1.2477921175699747,0.593049,[0.574 ~ 0.612],0.351707,0.561967,GRADE class3 test,3,test,3211
217,SVR,pKd pKi pIC50,ki,0.6422415228777888,0.7382498690622465,1.4049201990897797,0.875121,[0.593 ~ 0.966],0.765836,0.7,GRADE class3 val,3,val,9
218,DecisionTree,pKd pKi pIC50,ki,1.6621239489255684,4.542134848956712,1.9005465402507171,0.389409,[0.364 ~ 0.414],0.151639,0.381738,GRADE class3 test,3,test,3211
219,DecisionTree,pKd pKi pIC50,ki,1.2999999999999998,3.3721333333333336,1.4242225516200797,0.449234,[-0.186 ~ 0.819],0.201811,0.216667,GRADE class3 val,3,val,9
220,RandomForest,pKd pKi pIC50,ki,1.2322526315789473,2.4913280327748364,1.2446038462670703,0.589342,[0.57 ~ 0.608],0.347324,0.552784,GRADE class3 test,3,test,3211
221,RandomForest,pKd pKi pIC50,ki,0.6908555555555557,1.0218866122222223,1.2447226442013726,0.8108,[0.428 ~ 0.947],0.657396,0.65,GRADE class3 val,3,val,9
222,XGBoost,pKd pKi pIC50,ki,1.3987715008013049,3.2247104207157045,1.523475170135498,0.495356,[0.473 ~ 0.517],0.245378,0.481697,GRADE class3 test,3,test,3211
223,XGBoost,pKd pKi pIC50,ki,1.0007005426618787,1.555552183310499,1.5260159969329834,0.748462,[0.289 ~ 0.928],0.560195,0.516667,GRADE class3 val,3,val,9
224,linearRegression,pKd pKi pIC50,kd,1.6586976529837787,4.904167562032237,1.7188535851730857,0.32036,[0.294 ~ 0.346],0.102631,0.403238,GRADE class3 test,3,test,3211
225,linearRegression,pKd pKi pIC50,kd,1.11127428478821,1.9358316141191727,0.9741407246657415,0.719425,[0.231 ~ 0.918],0.517572,0.383333,GRADE class3 val,3,val,9
226,Ridge,pKd pKi pIC50,kd,1.6517327881763557,4.845608121092373,1.70507359602337,0.323394,[0.297 ~ 0.349],0.104584,0.404428,GRADE class3 test,3,test,3211
227,Ridge,pKd pKi pIC50,kd,1.1094392334315721,1.9293097462263664,0.9736408709909794,0.721951,[0.236 ~ 0.919],0.521213,0.383333,GRADE class3 val,3,val,9
228,Lasso,pKd pKi pIC50,kd,1.6317929752753855,4.679738357151393,1.6615006638604597,0.331467,[0.305 ~ 0.357],0.10987,0.40732,GRADE class3 test,3,test,3211
229,Lasso,pKd pKi pIC50,kd,1.1017883077127342,1.8998517440000537,0.970789726382011,0.728557,[0.249 ~ 0.921],0.530795,0.466667,GRADE class3 val,3,val,9
230,ElasticNet,pKd pKi pIC50,kd,1.6422826801832375,4.766779816189757,1.6853498544876444,0.327356,[0.301 ~ 0.353],0.107162,0.405877,GRADE class3 test,3,test,3211
231,ElasticNet,pKd pKi pIC50,kd,1.1071629195294466,1.9206922694977555,0.9728265114484047,0.72425,[0.24 ~ 0.92],0.524539,0.466667,GRADE class3 val,3,val,9
232,SVR,pKd pKi pIC50,kd,1.2377862688351642,2.500112205582484,1.2477921175699789,0.593049,[0.574 ~ 0.612],0.351707,0.561967,GRADE class3 test,3,test,3211
233,SVR,pKd pKi pIC50,kd,0.6422415228777997,0.7382498690622515,1.4049201990897824,0.875121,[0.593 ~ 0.966],0.765836,0.7,GRADE class3 val,3,val,9
234,DecisionTree,pKd pKi pIC50,kd,1.6827374649641857,4.62161454375584,1.9087165684654497,0.381331,[0.356 ~ 0.406],0.145413,0.372913,GRADE class3 test,3,test,3211
235,DecisionTree,pKd pKi pIC50,kd,1.0933333333333333,1.8286888888888886,1.2405554311588731,0.641777,[0.089 ~ 0.892],0.411878,0.5,GRADE class3 val,3,val,9
236,RandomForest,pKd pKi pIC50,kd,1.2254596075988788,2.464670225823731,1.2510093170286274,0.595097,[0.576 ~ 0.614],0.35414,0.558954,GRADE class3 test,3,test,3211
237,RandomForest,pKd pKi pIC50,kd,0.5942444444444445,0.8070331888888882,1.2524493646894919,0.866055,[0.569 ~ 0.963],0.750051,0.766667,GRADE class3 val,3,val,9
238,XGBoost,pKd pKi pIC50,kd,1.3987715008013049,3.2247104207157045,1.523475170135498,0.495356,[0.473 ~ 0.517],0.245378,0.481697,GRADE class3 test,3,test,3211
239,XGBoost,pKd pKi pIC50,kd,1.000700542661879,1.555552183310499,1.5260159969329834,0.748462,[0.289 ~ 0.928],0.560195,0.516667,GRADE class3 val,3,val,9
240,linearRegression,pKd pKi pIC50,all,46921.29120361995,773923729707.1982,878477.0787452618,-0.075098,[-0.161 ~ 0.012],0.00564,0.516841,X-GRADE class4 test,4,test,357
241,Ridge,pKd pKi pIC50,all,3.579161490688883,1151.57754684062,34.02891455895377,0.10768,[0.021 ~ 0.193],0.011595,0.575937,X-GRADE class4 test,4,test,357
242,Lasso,pKd pKi pIC50,all,2.6830865958648507,417.3169316009934,20.528683438286073,0.120651,[0.034 ~ 0.206],0.014557,0.580256,X-GRADE class4 test,4,test,357
243,ElasticNet,pKd pKi pIC50,all,2.707167825025813,445.17687626612536,21.19294116053138,0.118434,[0.032 ~ 0.204],0.014027,0.583722,X-GRADE class4 test,4,test,357
244,SVR,pKd pKi pIC50,all,1.3618721071340112,3.1204211250695697,1.3188945521808113,0.560459,[0.498 ~ 0.617],0.314114,0.595988,X-GRADE class4 test,4,test,357
245,DecisionTree,pKd pKi pIC50,all,1.7329691876750701,4.921035014005603,1.955798840861932,0.41028,[0.335 ~ 0.48],0.168329,0.413571,X-GRADE class4 test,4,test,357
246,RandomForest,pKd pKi pIC50,all,1.2673296918767507,2.8911488833333334,1.2237320934980072,0.588918,[0.529 ~ 0.643],0.346824,0.625,X-GRADE class4 test,4,test,357
247,XGBoost,pKd pKi pIC50,all,1.3480586748363592,3.390825686279918,1.3897316455841064,0.50677,[0.439 ~ 0.569],0.256816,0.557324,X-GRADE class4 test,4,test,357
248,linearRegression,pKd pKi pIC50,ki,47368.76744822377,788757827572.9355,886856.1787380675,-0.075098,[-0.161 ~ 0.012],0.00564,0.517795,X-GRADE class4 test,4,test,357
249,Ridge,pKd pKi pIC50,ki,3.5791614906218894,1151.577546769448,34.02891455790677,0.10768,[0.021 ~ 0.193],0.011595,0.575937,X-GRADE class4 test,4,test,357
250,Lasso,pKd pKi pIC50,ki,2.5661975762542366,348.61300405818196,18.770262803222625,0.123658,[0.037 ~ 0.209],0.015291,0.581346,X-GRADE class4 test,4,test,357
251,ElasticNet,pKd pKi pIC50,ki,2.6860659978405645,431.9033447241044,20.875615987947953,0.118847,[0.032 ~ 0.204],0.014125,0.583632,X-GRADE class4 test,4,test,357
252,SVR,pKd pKi pIC50,ki,1.3618892918085843,3.120491284952981,1.318975025232169,0.560448,[0.498 ~ 0.617],0.314101,0.59605,X-GRADE class4 test,4,test,357
253,DecisionTree,pKd pKi pIC50,ki,1.7713725490196077,5.378236414565826,1.988065559020835,0.358508,[0.28 ~ 0.432],0.128528,0.391332,X-GRADE class4 test,4,test,357
254,RandomForest,pKd pKi pIC50,ki,1.273009523809524,2.88178865232493,1.2286380654107822,0.590664,[0.531 ~ 0.645],0.348884,0.626007,X-GRADE class4 test,4,test,357
255,XGBoost,pKd pKi pIC50,ki,1.3480586748363592,3.390825686279918,1.389731526374817,0.50677,[0.439 ~ 0.569],0.256816,0.557324,X-GRADE class4 test,4,test,357
