,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (rÂ²),Spearman correlation coefficient,add. information,Classes,Set,Set size
256,linearRegression,pKd pKi pIC50,kd,46987.79680929439,776143622467.9558,879736.1110598207,-0.075097,[-0.161 ~ 0.012],0.00564,0.517062,X-GRADE class4 test,4,test,357
257,Ridge,pKd pKi pIC50,kd,3.5791614906846005,1151.5775468344414,34.02891455886306,0.10768,[0.021 ~ 0.193],0.011595,0.575937,X-GRADE class4 test,4,test,357
258,Lasso,pKd pKi pIC50,kd,2.5661975762542517,348.61300405819054,18.770262803222852,0.123658,[0.037 ~ 0.209],0.015291,0.581346,X-GRADE class4 test,4,test,357
259,ElasticNet,pKd pKi pIC50,kd,2.7508012686885124,473.0418404544691,21.84406516608134,0.11764,[0.031 ~ 0.203],0.013839,0.584067,X-GRADE class4 test,4,test,357
260,SVR,pKd pKi pIC50,kd,1.3618892918059922,3.1204912849443542,1.318975025241262,0.560448,[0.498 ~ 0.617],0.314101,0.59605,X-GRADE class4 test,4,test,357
261,DecisionTree,pKd pKi pIC50,kd,1.70812324929972,4.774987114845938,1.9293332207146006,0.417371,[0.343 ~ 0.487],0.174199,0.435927,X-GRADE class4 test,4,test,357
262,RandomForest,pKd pKi pIC50,kd,1.263589355742297,2.8324783446498603,1.2322528379867406,0.601381,[0.543 ~ 0.654],0.361659,0.63904,X-GRADE class4 test,4,test,357
263,XGBoost,pKd pKi pIC50,kd,1.3480586748363592,3.390825686279919,1.389731526374817,0.50677,[0.439 ~ 0.569],0.256816,0.557324,X-GRADE class4 test,4,test,357
264,linearRegression,pKd pKi pIC50,all,1.5296439704981462,3.832782443408598,1.3722379600023662,0.428283,[0.354 ~ 0.497],0.183426,0.478184,GRADE class4 test,4,test,357
265,Ridge,pKd pKi pIC50,all,1.5275866016909703,3.818807845340398,1.3642694224116039,0.429372,[0.355 ~ 0.498],0.18436,0.478898,GRADE class4 test,4,test,357
266,Lasso,pKd pKi pIC50,all,1.5222899021680756,3.778547818034814,1.3322423282114249,0.431446,[0.358 ~ 0.5],0.186145,0.47967,GRADE class4 test,4,test,357
267,ElasticNet,pKd pKi pIC50,all,1.5247200540689223,3.798553030858516,1.3503339166848212,0.430671,[0.357 ~ 0.499],0.185478,0.479573,GRADE class4 test,4,test,357
268,SVR,pKd pKi pIC50,all,1.3922725647424332,3.225553967574473,1.239981447216083,0.52786,[0.462 ~ 0.588],0.278636,0.549763,GRADE class4 test,4,test,357
269,DecisionTree,pKd pKi pIC50,all,1.7314565826330535,4.912339775910365,2.0221220642735283,0.4318,[0.358 ~ 0.5],0.186451,0.45601,GRADE class4 test,4,test,357
270,RandomForest,pKd pKi pIC50,all,1.3009501400560224,2.9183788589355752,1.2359383176559322,0.588359,[0.528 ~ 0.643],0.346166,0.618679,GRADE class4 test,4,test,357
271,XGBoost,pKd pKi pIC50,all,1.3726937840565914,3.3663188578995946,1.562089443206787,0.531857,[0.466 ~ 0.592],0.282872,0.573392,GRADE class4 test,4,test,357
272,linearRegression,pKd pKi pIC50,ki,1.5296439704981455,3.832782443408597,1.372237960002368,0.428283,[0.354 ~ 0.497],0.183426,0.478184,GRADE class4 test,4,test,357
273,Ridge,pKd pKi pIC50,ki,1.5275866016831505,3.818807845310599,1.364269422376612,0.429372,[0.355 ~ 0.498],0.18436,0.478898,GRADE class4 test,4,test,357
274,Lasso,pKd pKi pIC50,ki,1.522289902168075,3.778547818034811,1.3322423282114235,0.431446,[0.358 ~ 0.5],0.186145,0.47967,GRADE class4 test,4,test,357
275,ElasticNet,pKd pKi pIC50,ki,1.5236497589095397,3.7908647529960957,1.3452788730666252,0.431221,[0.357 ~ 0.5],0.185951,0.4798,GRADE class4 test,4,test,357
276,SVR,pKd pKi pIC50,ki,1.392272564723699,3.2255539675168885,1.239981447234217,0.52786,[0.462 ~ 0.588],0.278636,0.549763,GRADE class4 test,4,test,357
277,DecisionTree,pKd pKi pIC50,ki,1.669635854341737,4.7970308123249294,2.014673788091825,0.442515,[0.37 ~ 0.51],0.19582,0.476838,GRADE class4 test,4,test,357
278,RandomForest,pKd pKi pIC50,ki,1.2801518207282911,2.857229683361344,1.2490928166777315,0.599823,[0.541 ~ 0.653],0.359788,0.632031,GRADE class4 test,4,test,357
279,XGBoost,pKd pKi pIC50,ki,1.3726937840565914,3.3663188578995946,1.5620895624160767,0.531857,[0.466 ~ 0.592],0.282872,0.573392,GRADE class4 test,4,test,357
280,linearRegression,pKd pKi pIC50,kd,1.5296439704981455,3.832782443408597,1.372237960002367,0.428283,[0.354 ~ 0.497],0.183426,0.478184,GRADE class4 test,4,test,357
281,Ridge,pKd pKi pIC50,kd,1.5275866016920592,3.8188078453469334,1.3642694224222458,0.429372,[0.355 ~ 0.498],0.18436,0.478898,GRADE class4 test,4,test,357
282,Lasso,pKd pKi pIC50,kd,1.5222899021680756,3.778547818034814,1.332242328211425,0.431446,[0.358 ~ 0.5],0.186145,0.47967,GRADE class4 test,4,test,357
283,ElasticNet,pKd pKi pIC50,kd,1.525920983004937,3.8070371142928168,1.3558523176800643,0.43007,[0.356 ~ 0.499],0.18496,0.479348,GRADE class4 test,4,test,357
284,SVR,pKd pKi pIC50,kd,1.3922725647424388,3.225553967574495,1.239981447216086,0.52786,[0.462 ~ 0.588],0.278636,0.549763,GRADE class4 test,4,test,357
285,DecisionTree,pKd pKi pIC50,kd,1.6985434173669465,4.9326750700280115,2.017355218754341,0.426629,[0.353 ~ 0.495],0.182013,0.452273,GRADE class4 test,4,test,357
286,RandomForest,pKd pKi pIC50,kd,1.2741380952380952,2.851815365014006,1.2265174823982081,0.600336,[0.541 ~ 0.653],0.360403,0.630501,GRADE class4 test,4,test,357
287,XGBoost,pKd pKi pIC50,kd,1.3726937840565914,3.3663188578995946,1.562089443206787,0.531857,[0.466 ~ 0.592],0.282872,0.573392,GRADE class4 test,4,test,357
288,linearRegression,pKd pKi pIC50,all,3.7108289876703404,481.59121233947536,21.627549452634113,-0.066157,[-0.178 ~ 0.048],0.004377,0.516403,X-GRADE class5 test,5,test,211
289,Ridge,pKd pKi pIC50,all,1.4227771051770914,3.6760754088242713,1.7337918572569126,0.453215,[0.358 ~ 0.539],0.205404,0.556716,X-GRADE class5 test,5,test,211
290,Lasso,pKd pKi pIC50,all,1.3645383421816566,3.1631614731417277,1.5310536772206476,0.4945,[0.404 ~ 0.576],0.24453,0.573181,X-GRADE class5 test,5,test,211
291,ElasticNet,pKd pKi pIC50,all,1.3378429619499215,2.9963117415246816,1.458561398725694,0.515274,[0.427 ~ 0.594],0.265507,0.57426,X-GRADE class5 test,5,test,211
292,SVR,pKd pKi pIC50,all,1.3063461908134237,2.6792812399411163,1.2540690334592122,0.591639,[0.513 ~ 0.661],0.350037,0.572447,X-GRADE class5 test,5,test,211
293,DecisionTree,pKd pKi pIC50,all,1.623696682464455,3.930262559241706,1.776807354376048,0.450019,[0.355 ~ 0.536],0.202517,0.403495,X-GRADE class5 test,5,test,211
294,RandomForest,pKd pKi pIC50,all,1.168251184834123,2.127505231184834,1.1738140569813507,0.676955,[0.61 ~ 0.734],0.458268,0.651078,X-GRADE class5 test,5,test,211
295,XGBoost,pKd pKi pIC50,all,1.265916269040221,2.5325087103338966,1.4339733123779297,0.587162,[0.507 ~ 0.657],0.344759,0.576009,X-GRADE class5 test,5,test,211
296,linearRegression,pKd pKi pIC50,ki,3.748437717942513,499.7851571504661,22.033215646122695,-0.06782,[-0.18 ~ 0.046],0.0046,0.513076,X-GRADE class5 test,5,test,211
297,Ridge,pKd pKi pIC50,ki,1.4227771051778235,3.6760754088339698,1.7337918572556925,0.453215,[0.358 ~ 0.539],0.205404,0.556716,X-GRADE class5 test,5,test,211
298,Lasso,pKd pKi pIC50,ki,1.359203149722734,3.1250618949582427,1.5138067098986423,0.498175,[0.408 ~ 0.579],0.248178,0.576101,X-GRADE class5 test,5,test,211
299,ElasticNet,pKd pKi pIC50,ki,1.3410268490921755,3.017888046920408,1.4690856683344133,0.512633,[0.424 ~ 0.592],0.262792,0.573311,X-GRADE class5 test,5,test,211
300,SVR,pKd pKi pIC50,ki,1.3063461908124026,2.6792812399364925,1.2540690334517366,0.591639,[0.513 ~ 0.661],0.350037,0.572447,X-GRADE class5 test,5,test,211
301,DecisionTree,pKd pKi pIC50,ki,1.617914691943128,4.055657819905214,1.795648746695453,0.425518,[0.328 ~ 0.514],0.181065,0.3845,X-GRADE class5 test,5,test,211
302,RandomForest,pKd pKi pIC50,ki,1.1672976303317535,2.1102241771563985,1.191521858418078,0.680775,[0.615 ~ 0.737],0.463455,0.649071,X-GRADE class5 test,5,test,211
303,XGBoost,pKd pKi pIC50,ki,1.2659162690402206,2.5325087103338966,1.4339733123779297,0.587162,[0.507 ~ 0.657],0.344759,0.576009,X-GRADE class5 test,5,test,211
304,linearRegression,pKd pKi pIC50,kd,3.873050098204032,593.9249914996601,24.039441637305558,-0.073821,[-0.186 ~ 0.04],0.00545,0.513393,X-GRADE class5 test,5,test,211
305,Ridge,pKd pKi pIC50,kd,1.422777105177626,3.676075408832109,1.7337918572572668,0.453215,[0.358 ~ 0.539],0.205404,0.556716,X-GRADE class5 test,5,test,211
306,Lasso,pKd pKi pIC50,kd,1.3538599204323565,3.086288180208107,1.4960385991509542,0.502117,[0.412 ~ 0.582],0.252121,0.577779,X-GRADE class5 test,5,test,211
307,ElasticNet,pKd pKi pIC50,kd,1.3981720452944455,3.4670811175035126,1.6558014869907702,0.468148,[0.374 ~ 0.552],0.219163,0.562625,X-GRADE class5 test,5,test,211
308,SVR,pKd pKi pIC50,kd,1.3063461908123286,2.679281239936108,1.2540690334518192,0.591639,[0.513 ~ 0.661],0.350037,0.572447,X-GRADE class5 test,5,test,211
309,DecisionTree,pKd pKi pIC50,kd,1.6045971563981045,3.9412649289099524,1.828936370624516,0.458763,[0.364 ~ 0.544],0.210463,0.44011,X-GRADE class5 test,5,test,211
310,RandomForest,pKd pKi pIC50,kd,1.1606862559241706,2.125394674407583,1.1917390648654778,0.673079,[0.606 ~ 0.731],0.453036,0.648464,X-GRADE class5 test,5,test,211
311,XGBoost,pKd pKi pIC50,kd,1.2659162690402206,2.5325087103338966,1.4339734315872192,0.587162,[0.507 ~ 0.657],0.344759,0.576009,X-GRADE class5 test,5,test,211
312,linearRegression,pKd pKi pIC50,all,1.4809281524350504,3.609305450208114,1.5260620652736379,0.421237,[0.323 ~ 0.51],0.177441,0.52829,GRADE class5 test,5,test,211
313,Ridge,pKd pKi pIC50,all,1.4771327954476114,3.586928818535754,1.519258584289681,0.423745,[0.326 ~ 0.513],0.17956,0.529542,GRADE class5 test,5,test,211
314,Lasso,pKd pKi pIC50,all,1.465924697538355,3.5195113896904062,1.49214622033739,0.430031,[0.333 ~ 0.518],0.184926,0.534319,GRADE class5 test,5,test,211
315,ElasticNet,pKd pKi pIC50,all,1.4721155076248909,3.556820123628517,1.5084001455623126,0.426784,[0.329 ~ 0.515],0.182144,0.53155,GRADE class5 test,5,test,211
316,SVR,pKd pKi pIC50,all,1.224851149950467,2.380162299225547,1.1941939424816401,0.628986,[0.555 ~ 0.693],0.395623,0.619909,GRADE class5 test,5,test,211
317,DecisionTree,pKd pKi pIC50,all,1.6561137440758291,4.875409478672986,2.110841853890385,0.422651,[0.325 ~ 0.512],0.178634,0.453327,GRADE class5 test,5,test,211
318,RandomForest,pKd pKi pIC50,all,1.2009497630331754,2.360100153459716,1.2595941017949799,0.636702,[0.564 ~ 0.7],0.405389,0.630848,GRADE class5 test,5,test,211
319,XGBoost,pKd pKi pIC50,all,1.3247149830406877,2.9232989901786235,1.4832446575164795,0.543182,[0.458 ~ 0.619],0.295046,0.532043,GRADE class5 test,5,test,211
320,linearRegression,pKd pKi pIC50,ki,1.4809281524350508,3.6093054502081157,1.52606206527364,0.421237,[0.323 ~ 0.51],0.177441,0.52829,GRADE class5 test,5,test,211
321,Ridge,pKd pKi pIC50,ki,1.4771327954491529,3.5869288185360424,1.5192585842653863,0.423745,[0.326 ~ 0.513],0.17956,0.529542,GRADE class5 test,5,test,211
322,Lasso,pKd pKi pIC50,ki,1.4659246975383544,3.5195113896904022,1.4921462203373888,0.430031,[0.333 ~ 0.518],0.184926,0.534319,GRADE class5 test,5,test,211
323,ElasticNet,pKd pKi pIC50,ki,1.4727315707624635,3.5604424969620485,1.5096331221058819,0.426395,[0.329 ~ 0.515],0.181812,0.530902,GRADE class5 test,5,test,211
324,SVR,pKd pKi pIC50,ki,1.224851149950467,2.3801622992255407,1.194193942481634,0.628986,[0.555 ~ 0.693],0.395623,0.619909,GRADE class5 test,5,test,211
325,DecisionTree,pKd pKi pIC50,ki,1.613507109004739,4.520206161137441,2.001273131990894,0.430522,[0.333 ~ 0.519],0.185349,0.440265,GRADE class5 test,5,test,211
326,RandomForest,pKd pKi pIC50,ki,1.2037933649289099,2.3692597799052133,1.2459629194925097,0.63896,[0.567 ~ 0.702],0.408269,0.62924,GRADE class5 test,5,test,211
327,XGBoost,pKd pKi pIC50,ki,1.3247149830406875,2.9232989901786235,1.4832446575164795,0.543182,[0.458 ~ 0.619],0.295046,0.532043,GRADE class5 test,5,test,211
328,linearRegression,pKd pKi pIC50,kd,1.4809281524350506,3.6093054502081134,1.5260620652736399,0.421237,[0.323 ~ 0.51],0.177441,0.52829,GRADE class5 test,5,test,211
329,Ridge,pKd pKi pIC50,kd,1.4771327954465923,3.5869288185256507,1.5192585842912854,0.423745,[0.326 ~ 0.513],0.17956,0.529542,GRADE class5 test,5,test,211
330,Lasso,pKd pKi pIC50,kd,1.4659246975383544,3.5195113896904022,1.4921462203373885,0.430031,[0.333 ~ 0.518],0.184926,0.534319,GRADE class5 test,5,test,211
331,ElasticNet,pKd pKi pIC50,kd,1.4760036357053772,3.579799891403792,1.5161861540982813,0.424332,[0.327 ~ 0.513],0.180058,0.529751,GRADE class5 test,5,test,211
332,SVR,pKd pKi pIC50,kd,1.2248511499504662,2.380162299225531,1.194193942481642,0.628986,[0.555 ~ 0.693],0.395623,0.619909,GRADE class5 test,5,test,211
333,DecisionTree,pKd pKi pIC50,kd,1.7029383886255927,5.031673933649289,2.079546136984223,0.401056,[0.301 ~ 0.492],0.160846,0.422663,GRADE class5 test,5,test,211
334,RandomForest,pKd pKi pIC50,kd,1.2132497630331753,2.3628522615639813,1.2664935334546084,0.636356,[0.564 ~ 0.699],0.404949,0.624585,GRADE class5 test,5,test,211
335,XGBoost,pKd pKi pIC50,kd,1.3247149830406877,2.9232989901786226,1.4832446575164795,0.543182,[0.458 ~ 0.619],0.295046,0.532043,GRADE class5 test,5,test,211
336,linearRegression,pKd pKi pIC50,all,2147535.707124838,1427218127951540.5,37725739.86490501,-0.074251,[-0.164 ~ 0.016],0.005513,0.485845,X-GRADE class6 test,6,test,332
337,Ridge,pKd pKi pIC50,all,2408937.4837843976,1926586201912275.0,43826741.22130509,0.07297,[-0.018 ~ 0.162],0.005325,0.510558,X-GRADE class6 test,6,test,332
338,Lasso,pKd pKi pIC50,all,2360101.359935337,1849263359612082.0,42938249.88141025,0.07297,[-0.018 ~ 0.162],0.005325,0.521631,X-GRADE class6 test,6,test,332
339,ElasticNet,pKd pKi pIC50,all,2476908.8398605576,2036842996262998.2,45063376.940824635,0.07297,[-0.018 ~ 0.162],0.005325,0.539015,X-GRADE class6 test,6,test,332
340,SVR,pKd pKi pIC50,all,1.2357062166603328,2.4622768391314653,0.9139463724087793,0.496899,[0.426 ~ 0.562],0.246908,0.503712,X-GRADE class6 test,6,test,332
341,DecisionTree,pKd pKi pIC50,all,1.5853313253012047,4.197370180722892,1.7371363531374802,0.344319,[0.262 ~ 0.422],0.118556,0.341251,X-GRADE class6 test,6,test,332
342,RandomForest,pKd pKi pIC50,all,1.1724599397590363,2.33976997310241,0.9909722679067157,0.535252,[0.467 ~ 0.597],0.286495,0.530497,X-GRADE class6 test,6,test,332
343,XGBoost,pKd pKi pIC50,all,1.2950713815172032,2.8422946532279663,1.2015684843063354,0.422644,[0.345 ~ 0.494],0.178628,0.429057,X-GRADE class6 test,6,test,332
344,linearRegression,pKd pKi pIC50,ki,2246678.648359102,1564903535432365.0,39503456.13498422,-0.074217,[-0.164 ~ 0.016],0.005508,0.487573,X-GRADE class6 test,6,test,332
345,Ridge,pKd pKi pIC50,ki,2408937.483773581,1926586201894973.2,43826741.22110829,0.07297,[-0.018 ~ 0.162],0.005325,0.510558,X-GRADE class6 test,6,test,332
346,Lasso,pKd pKi pIC50,ki,1777010.0926265577,1048375989682456.9,32329835.15009766,0.07297,[-0.018 ~ 0.162],0.005325,0.525445,X-GRADE class6 test,6,test,332
347,ElasticNet,pKd pKi pIC50,ki,2521944.2997633805,2111584657215803.0,45882725.25738581,0.07297,[-0.018 ~ 0.162],0.005325,0.538871,X-GRADE class6 test,6,test,332
348,SVR,pKd pKi pIC50,ki,1.2357062166594364,2.4622768391269045,0.9139463724090221,0.496899,[0.426 ~ 0.562],0.246908,0.503712,X-GRADE class6 test,6,test,332
349,DecisionTree,pKd pKi pIC50,ki,1.6034638554216871,4.2172659638554215,1.738314376162453,0.341438,[0.259 ~ 0.419],0.11658,0.337362,X-GRADE class6 test,6,test,332
350,RandomForest,pKd pKi pIC50,ki,1.1524015060240964,2.2851276234638562,0.9969767766790342,0.55217,[0.486 ~ 0.612],0.304892,0.547898,X-GRADE class6 test,6,test,332
351,XGBoost,pKd pKi pIC50,ki,1.2950713815172035,2.8422946532279667,1.2015684843063354,0.422644,[0.345 ~ 0.494],0.178628,0.429057,X-GRADE class6 test,6,test,332
352,linearRegression,pKd pKi pIC50,kd,2333693.433012641,1692323857211817.8,41080096.491861776,-0.074176,[-0.164 ~ 0.016],0.005502,0.488814,X-GRADE class6 test,6,test,332
353,Ridge,pKd pKi pIC50,kd,2408937.483734762,1926586201832880.2,43826741.22040204,0.07297,[-0.018 ~ 0.162],0.005325,0.510558,X-GRADE class6 test,6,test,332
354,Lasso,pKd pKi pIC50,kd,1777010.0926263616,1048375989682225.8,32329835.1500941,0.07297,[-0.018 ~ 0.162],0.005325,0.525445,X-GRADE class6 test,6,test,332
355,ElasticNet,pKd pKi pIC50,kd,2476908.839860646,2036842996263143.8,45063376.94082625,0.07297,[-0.018 ~ 0.162],0.005325,0.539015,X-GRADE class6 test,6,test,332
356,SVR,pKd pKi pIC50,kd,1.235693509563192,2.4622346096339953,0.9139888404676223,0.496913,[0.426 ~ 0.562],0.246922,0.503644,X-GRADE class6 test,6,test,332
357,DecisionTree,pKd pKi pIC50,kd,1.5389457831325302,3.8783683734939753,1.7059537893500754,0.380886,[0.301 ~ 0.456],0.145074,0.377813,X-GRADE class6 test,6,test,332
358,RandomForest,pKd pKi pIC50,kd,1.1583674698795183,2.282635451084338,0.9807029516104412,0.551925,[0.486 ~ 0.612],0.304621,0.547059,X-GRADE class6 test,6,test,332
359,XGBoost,pKd pKi pIC50,kd,1.2950713815172035,2.8422946532279663,1.2015684843063354,0.422644,[0.345 ~ 0.494],0.178628,0.429057,X-GRADE class6 test,6,test,332
360,linearRegression,pKd pKi pIC50,all,1.310007129720715,2.7193675882205395,1.2478119288530187,0.466155,[0.392 ~ 0.534],0.217301,0.496462,GRADE class6 test,6,test,332
361,Ridge,pKd pKi pIC50,all,1.30758652292139,2.710247416074372,1.2431879046975196,0.467587,[0.394 ~ 0.535],0.218638,0.498105,GRADE class6 test,6,test,332
362,Lasso,pKd pKi pIC50,all,1.301852492022504,2.6870203754057025,1.2248657439234374,0.470197,[0.397 ~ 0.538],0.221085,0.501771,GRADE class6 test,6,test,332
363,ElasticNet,pKd pKi pIC50,all,1.3060511641610322,2.704033700256045,1.2388446054664557,0.468358,[0.395 ~ 0.536],0.219359,0.499018,GRADE class6 test,6,test,332
364,SVR,pKd pKi pIC50,all,1.3105603926952256,2.625509478804209,0.9094376274044491,0.439268,[0.363 ~ 0.509],0.192957,0.426346,GRADE class6 test,6,test,332
365,DecisionTree,pKd pKi pIC50,all,1.47355421686747,3.5612885542168673,1.71280452116773,0.426104,[0.349 ~ 0.497],0.181564,0.405356,GRADE class6 test,6,test,332
366,RandomForest,pKd pKi pIC50,all,1.1663746987951806,2.2639343528915674,0.9750349400268263,0.567441,[0.503 ~ 0.626],0.321989,0.557103,GRADE class6 test,6,test,332
367,XGBoost,pKd pKi pIC50,all,1.3127218236693416,2.7143536962219232,1.150168776512146,0.44115,[0.365 ~ 0.511],0.194614,0.401016,GRADE class6 test,6,test,332
368,linearRegression,pKd pKi pIC50,ki,1.3100071297207154,2.71936758822054,1.2478119288530198,0.466155,[0.392 ~ 0.534],0.217301,0.496462,GRADE class6 test,6,test,332
369,Ridge,pKd pKi pIC50,ki,1.3075865229344195,2.7102474160977508,1.2431879046811198,0.467587,[0.394 ~ 0.535],0.218638,0.498105,GRADE class6 test,6,test,332
370,Lasso,pKd pKi pIC50,ki,1.3018524920225039,2.687020375405703,1.2248657439234374,0.470197,[0.397 ~ 0.538],0.221085,0.501771,GRADE class6 test,6,test,332
371,ElasticNet,pKd pKi pIC50,ki,1.3071598913264668,2.708281672474016,1.241350205659916,0.467743,[0.394 ~ 0.536],0.218783,0.498403,GRADE class6 test,6,test,332
372,SVR,pKd pKi pIC50,ki,1.3105603926716427,2.6255094786877797,0.9094376274447986,0.439268,[0.363 ~ 0.509],0.192957,0.426346,GRADE class6 test,6,test,332
373,DecisionTree,pKd pKi pIC50,ki,1.4443072289156629,3.3996846385542163,1.6231834794843243,0.425895,[0.349 ~ 0.497],0.181387,0.401075,GRADE class6 test,6,test,332
374,RandomForest,pKd pKi pIC50,ki,1.1647578313253015,2.2830114801807238,0.9850490157312428,0.560065,[0.495 ~ 0.619],0.313673,0.546516,GRADE class6 test,6,test,332
375,XGBoost,pKd pKi pIC50,ki,1.3127218236693416,2.7143536962219232,1.150168776512146,0.44115,[0.365 ~ 0.511],0.194614,0.401016,GRADE class6 test,6,test,332
376,linearRegression,pKd pKi pIC50,kd,1.3100071297207152,2.7193675882205395,1.2478119288530194,0.466155,[0.392 ~ 0.534],0.217301,0.496462,GRADE class6 test,6,test,332
377,Ridge,pKd pKi pIC50,kd,1.3075865229301424,2.710247416090595,1.2431879046862269,0.467587,[0.394 ~ 0.535],0.218638,0.498105,GRADE class6 test,6,test,332
378,Lasso,pKd pKi pIC50,kd,1.3018524920225056,2.6870203754057083,1.2248657439234405,0.470197,[0.397 ~ 0.538],0.221085,0.501771,GRADE class6 test,6,test,332
379,ElasticNet,pKd pKi pIC50,kd,1.3053034639289764,2.7011908137887795,1.2371582550211782,0.468772,[0.395 ~ 0.536],0.219747,0.499133,GRADE class6 test,6,test,332
380,SVR,pKd pKi pIC50,kd,1.3105603926952225,2.625509478804205,0.9094376274044459,0.439268,[0.363 ~ 0.509],0.192957,0.426346,GRADE class6 test,6,test,332
381,DecisionTree,pKd pKi pIC50,kd,1.4836445783132532,3.6135165662650603,1.7012652980819396,0.415812,[0.338 ~ 0.488],0.172899,0.394791,GRADE class6 test,6,test,332
382,RandomForest,pKd pKi pIC50,kd,1.1716710843373492,2.2911714560843377,0.9701997947295595,0.556823,[0.491 ~ 0.616],0.310052,0.546477,GRADE class6 test,6,test,332
383,XGBoost,pKd pKi pIC50,kd,1.3127218236693416,2.7143536962219232,1.150168776512146,0.44115,[0.365 ~ 0.511],0.194614,0.401016,GRADE class6 test,6,test,332
